women_age,region,residence,v106,religion,ethnicity,no_of_H_members,v137,v150,v151,age_H_head,v157,v158,v159,wealth_Index,total_children_ever_born,currently_pregnant,No_of_living_children,v225,v312,v463a,v463b,v463c,v463x,v463z,v501,v504,number_of_other_wives,marital_duration,v613,v621,husband_education,husbands_occupation,v714,v716,v730,v743a,v743b,v743d,v743f,v744a,v744b,v744c,v744d,v744e,v745a,v745b,v822,v850a,v812,d101a,d101b,d101c,d101d,d101e,husband_drinks_alcohol,d121,wife_afraid_hasband,ipv
5,2,1,3,3,11,14,1,1,2,35,2,2,2,5,5,0,5, ,0,0,0,0,0,1,1,2,1,18,10,1,2,35,1,24,39,1,1,1,1,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0
4,2,1,2,96,6,7,1,12,2,27,0,2,0,5,4,0,3, ,3,0,0,0,0,1,1,2,0,21,2,3,2,35,1,51,36,1,4,1,4,0,1,0,0,0,3,3,1,0,0,1,1,0,0,1,0,0,2,1
4,2,1,0,3,11,5,1,1,2,33,0,2,0,1,3,0,3, ,0,0,0,0,0,1,1,1,0,22,7,2,0,91,1,51,40,1,4,1,4,0,1,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0
1,2,1,1,3,11,11,1,3,1,90,0,2,0,3,1,0,1, ,0,0,0,0,0,1,1,2,0,15,10,1,2,91,0,91,28,4,1,1,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,0,3,11,13,2,3,2,48,0,1,0,1,1,0,1, ,0,0,0,0,0,1,1,2,0,20,10,8,2,91,0,0,30,2,2,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,2,1,0,3,11,6,3,2,1,40,0,2,0,3,6,0,4, ,0, ,0,0,0,1,1,1,0,21,10,8,0,35,0,0,40,1,1,4,1,0,0,0,0,0,2,2,0,0,0,1,1,0,0,1,0,0,1,1
5,2,1,2,1,7,3,1,2,1,41,2,2,2,5,10,0,6, ,0,0,0,0,0,1,1,1,0,18,6,1,2,72,0,51,42,4,4,4,4,0,0,0,0,0,3,3,0,1,0,0,0,0,0,1,0,1,0,0
3,2,1,0,3,11,5,3,2,1,31,0,0,2,4,3,0,3, ,0,0,0,0,0,1,1,1,0,21,15,2,1,88,0,0,31,4,2,2,4,1,1,0,1,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0
6,2,1,3,3,11,8,2,2,1,42,0,2,2,5,5,0,5, ,0,0,0,0,0,1,1,1,0,28,15,2,2,1,1,37,42,1,2,2,4,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
3,2,1,3,3,11,5,1,2,1,38,1,2,2,5,1,0,1, ,0,0,0,0,0,1,1,1,0,22,12,1,3,91,1,41,38,2,1,2,4,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
3,2,1,0,3,11,6,2,2,1,45,0,0,0,1,4,0,4, ,0,0,0,0,0,1,1,1,0,16,10,2,0,91,0,0,45,2,2,2,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
3,2,1,0,3,11,5,2,2,1,32,0,0,0,1,2,0,2, ,0,0,0,0,0,1,1,1,0,21,10,2,0,71,0,0,32,2,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,1,0,3,11,6,0,1,2,25,0,2,0,1,2,0,0, ,0,0,0,0,0,1,4, , ,16,6, ,0,92,1,91, , , , , ,0,0,1,1,0,1,1,0, ,0,1,1,0,0,0,0,0,2,0
5,2,1,0,3,11,11,3,2,1,39,0,0,0,1,10,0,8, ,0,0,0,0,0,1,1,1,0,15,12,1,0,88,0,0,39,1,4,4,1,0,0,0,0,0,2,2,1,0,0,1,1,0,0,0,0,0,1,1
3,2,1,1,3,11,11,4,2,1,39,0,2,0,1,5,0,5, ,0,0,0,0,0,1,1,1,0,20,12,1,0,25,1,25,39,2,1,1,2,0,1,1,1,0,2,0,0,8,0,0,0,0,0,1,0,0,0,0
3,2,1,0,3,11,5,2,2,1,30,0,0,0,1,3,1,3,1,0,0,0,0,0,1,1,1,0,21,10,1,0,35,0,0,30,4,2,4,1,1,1,1,1,1,2,0,1,1,0,1,1,1,0,0,0,0,1,0
1,2,1,1,3,11,5,3,2,1,30,0,0,0,2,3,0,3, ,3,0,0,0,0,1,1,1,0,17,6,8,2,72,0,0,29,2,4,2,4,0,0,1,1,0,0,0,0,0, ,0,0,0,1,1,0,0,2,1
4,2,1,1,3,11,5,1,1,2,30,0,2,0,1,4,0,4, ,0,0,0,0,0,1,3, , ,15,5, ,0,71,1,91, , , , , ,0,0,0,0,0,1,0,8, ,0,1,0,0,0,0,0,1,2,2
3,2,2,0,3,11,5,3,2,1,60,0,0,0,1,3,1,3, ,0,0,0,0,0,1,1,1,1,22,10,2,0,92,0,0,60,4,4,4,4,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2,2,0,3,11,8,1,2,1,54,0,0,0,1,8,0,8, ,0,0,0,0,0,1,1,1,0,19,8,8,0,91,0,0,54,4,4,4,4,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,2,0,3,11,3,1,2,1,25,0,0,0,1,1,0,1, ,0,0,0,0,0,1,1,1,0,16,4,1,0,92,0,0,25,1,1,4,1,0,0,0,0,0,1,3,0,0,0,1,1,0,0,1,0,0,1,1
4,2,2,1,3,11,6,2,2,1,35,0,0,0,1,4,0,4, ,0,0,0,0,0,1,1,1,0,20,12,2,0,92,0,0,35,4,4,4,4,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2,2,0,3,11,5,3,2,1,42,0,0,0,1,8,0,8, ,0,0,0,0,0,1,1,1,0,22,15,2,0,92,0,0,42,4,4,4,4,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2,2,0,3,11,9,2,2,1,37,0,0,0,1,8,0,8, ,0,0,0,0,0,1,1,1,1,19,9,2,0,51,0,0,37,4,1,4,4,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0
2,2,2,0,3,11,6,2,2,1,36,0,0,0,1,4,0,4, ,0,0,0,0,0,1,1,1,0,12,10,8,0,61,0,0,36,4,1,1,4,1,1,0,0,0,2,2,0,0,0,1,1,1,0,0,0,0,1,0
3,2,2,0,3,11,5,2,2,1,30,0,0,0,1,3,0,3, ,0,0,0,0,0,1,1,1,0,18,8,2,0,92,0,0,30,4,4,4,1,0,0,0,1,1,2,2,0,0,0,1,1,1,1,1,0,0,2,2
3,2,2,0,3,11,2,0,2,1,25,0,0,0,1,3,1,2,1,0,0,0,0,0,1,1,1,0,19,96,8,0,91,0,0,30,4,4,4,4,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0
7,2,2,0,3,11,6,3,1,2,45,0,0,0,1,11,0,10, ,0,0,0,0,0,1,3, , ,23,96, ,0,91,1,51, , , , , ,1,1,1,1,0,1,0,0, ,0,0,0,0,0,0,0,0,0,0
2,2,2,0,3,11,2,1,1,2,20,0,0,0,1,1,0,1, ,0,0,0,0,0,1,1,2,1,19,7,8,0,61,0,0,38,2,4,2,7,0,1,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0
4,2,2,1,3,11,7,2,2,1,58,0,1,0,1,9,0,7, ,0,0,0,0,0,1,1,1,1,14,4,2,0,61,0,37,58,1,1,2, ,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0
3,2,2,0,3,11,7,2,2,1,60,0,0,0,1,5,0,5, ,0,0,0,0,0,1,1,1,1,14,10,8,0,61,0,0,60,4,4,4,1,1,1,1,0,0,2,2,0,0,0,1,1,0,0,1,0,0,1,1
3,2,2,0,3,11,6,2,2,1,52,0,2,0,1,4,0,4, ,0,0,0,0,0,1,1,1,1,18,10,2,0,51,0,0,52,4,4,4,4,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,2,0,3,11,4,1,1,2,27,0,0,0,1,4,0,4, ,0,0,0,0,0,1,1,2,0,17,6,2,0,92,0,0,30,1,1,1,1,1,1,1,8,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,2,0,3,11,6,2,2,1,32,0,2,0,1,4,0,4, ,3,0,0,0,0,1,1,1,0,18,10,2,1,34,1,91,32,2,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,2,2,0,3,11,4,2,2,1,61,0,0,0,1,2,0,2, ,0,0,0,0,0,1,1,1,0,16,10,8,0,91,1,91,61,4,4,4,4,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,1
5,2,2,0,3,11,3,1,1,2,38,0,0,0,1,8,0,5, ,0,0,0,0,0,1,1,2,0,13,96,2,0,92,0,0,35,1,1,1,2,0,1,1,1,1,2,0,8,0,0,0,0,0,0,0,0,8,0,0
3,2,2,0,3,11,5,2,2,1,45,0,1,0,1,4,0,3, ,0,0,0,0,0,1,1,1,1,19,10,8,0,91,1,51,45,1,4,2, ,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
6,2,2,0,3,11,5,1,2,1,58,0,0,0,1,8,0,8, ,0,0,0,0,0,1,1,1,0,16,15,8,0,92,0,0,58,4,4,4,1,8,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,8,1,1
4,2,2,0,3,11,10,1,1,2,33,0,0,0,1,7,0,6, ,0,0,0,0,0,1,1, ,0,15,10,2,0,92,0,0,69,4,4,1,4,0,1,0,0,0,3,3,0,0,0,1,1,0,0,1,0,0,0,0
3,2,2,0,3,11,6,2,2,1,37,0,0,0,1,4,0,4, ,0,0,0,0,0,1,1,1,0,15,10,2,0,91,0,0,37,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,2,0,3,11,2,1,1,2,22,0,0,0,1,4,0,3, ,0,0,0,0,0,1,1,2,1,11,9,2,0,91,0,0,40,4,2,2,4,8,1,8,1,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0
3,2,2,0,3,11,6,1,1,2,29,0,0,0,1,5,1,5,1,0,0,0,0,0,1,1,2,0,14,10,8,0,92,0,0,38,4,4,2,4,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,8,0,0
2,2,2,0,3,11,2,0,2,1,57,0,2,0,1,0,0,0, ,0,0,0,0,0,1,1,1,1,18,10,2,0,61,0,0,57,4,4,1,4,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,1,0,0
3,2,2,0,3,11,5,3,2,1,30,0,0,0,1,3,0,3, ,0,0,0,0,0,1,1,1,0,20,10,2,0,91,0,0,30,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,2,0,3,11,5,2,1,2,29,0,2,0,1,5,0,5, ,0,0,0,0,0,1,1,2,1,17,8,2,0,61,0,0,45,4,2,2,4,0,1,0,1,0,0,0,8,8,0,1,0,0,0,1,0,0,0,0
5,2,2,0,3,11,7,2,1,2,36,0,0,0,1,6,0,6, ,0,0,0,0,0,1,1,1,0,22,15,2,0,61,0,0,57,2,2,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,2,1,0,3,11,7,0,2,1,60,0,2,0,2,5,1,5,1,0,0,0,0,0,1,1,1,0,22,10,2,0,91,0,0,60,4,4,2,4,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,8,2,3
6,2,1,0,3,11,12,1,2,1,58,0,0,0,1,10,0,10, ,0,0,0,0,0,1,1,1,1,18,15,2,1,12,0,0,58,2,2,2,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
6,2,1,0,3,11,7,0,2,1,50,0,0,0,1,7,0,7, ,0,0,0,0,0,1,1,1,0,15,7,8,0,91,0,0,50,4,1,4,4,0,0,0,0,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0
5,2,1,0,3,11,6,1,1,2,35,0,0,0,1,5,0,5, ,0,0,0,0,0,1,1,1,0,18,15,2,0,91,0,0,70,2,2,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,2,2,0,3,11,6,0,2,1,42,0,0,0,1,4,0,4, ,0,0,0,0,0,1,1,1,0,20,6,8,0,61,0,0,42,4,4,2,4,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
4,2,1,0,3,11,6,1,2,1,40,0,0,0,3,4,0,4, ,0,0,0,0,0,1,1,1,0,18,12,2,1,37,0,0,40,4,4,4,4,1,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0
3,2,1,0,3,11,5,3,1,2,25,0,0,0,1,4,1,4,1,0,0,0,0,0,1,1,2,0,19,8,8,0,61,0,0,35,2,2,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
3,2,1,0,3,11,5,2,2,1,30,0,2,0,1,3,0,3, ,0,0,0,0,0,1,1,1,0,19,5,8,0,0,0,0,30,4,4,2,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,1,0,3,11,9,2,2,1,65,0,0,0,1,7,0,7, ,0,0,0,0,0,1,1,1,0,14,6,2,0,51,0,0,65,4,4,2,4,1,1,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0
5,2,2,0,3,11,6,1,1,2,38,0,0,0,1,5,0,5, ,0,0,0,0,0,1,2,2,0,18,10,2,0,61,0,0,51,4,4,4,4,1,0,1,0,1,2,2,0,0,0,1,0,0,0,0,0,0,2,0
6,2,2,0,3,11,4,1,1,2,40,0,0,0,1,7,1,7,1,0,0,0,0,0,1,1,1,1,15,9,8,0,61,0,0,65,2,2,1,2,0,1,0,0,0,3,3,8,1,0,1,0,0,0,0,0,1,0,0
5,2,2,0,3,11,8,2,1,2,35,0,0,0,1,7,0,7, ,0,0,0,0,0,1,1,2,0,20,10,8,0,61,0,0,45,2,2,1,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
5,2,2,0,3,11,6,2,2,1,42,0,0,0,1,4,0,4, ,0,0,0,0,0,1,2,1,1,15,10,2,0,61,0,0,42,4,4,4,4,1,1,1,1,1,2,2,0,1,0,1,0,1,0,1,0,0,1,0
5,2,2,0,3,11,7,1,2,1,55,0,2,0,1,7,0,5, ,0,0,0,0,0,1,1,1,0,18,10,8,0,29,0,0,55,2,2,2,2,1,1,0,1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0
4,2,2,0,3,11,8,2,1,2,30,0,0,0,1,7,0,7, ,0,0,0,0,0,1,1,2,1,19,5,8,0,61,0,0,60,2,2,1,2,0,1,0,0,0,0,0,8,1,0,1,0,0,0,0,0,8,2,0
5,2,2,0,3,11,8,3,1,2,35,0,2,0,1,6,0,6, ,0,0,0,0,0,1,1,1,0,21,8,8,0,61,0,0,60,4,4,2,4,8,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
1,2,2,0,3,11,5,0,3,1,60,0,0,0,1,0,0,0, ,0,0,0,0,0,1,1,2,0,17,5,8,0,61,0,0,30,4,4,2,4,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
3,2,2,0,3,11,4,2,1,2,25,0,0,0,1,2,1,2,1,0,0,0,0,0,1,1,1,0,18,6,8,0,61,0,0,35,1,2,1,2,0,1,0,0,0,0,0,8,0,0,1,0,0,0,1,0,1,2,0
4,2,2,0,3,11,5,0,1,2,32,0,0,0,1,4,0,4, ,0,0,0,0,0,1,2,1,0,17,10,2,1,51,0,0,50,4,4,4,4,1,0, , ,1,0, ,0,0,0,0,0,0,0,0,0,0,2,0
5,2,1,1,3,11,7,0,1,2,35,0,0,0,1,5,0,5, ,0,0,0,0,0,1,1,2,1,20,8,8,0,35,0,0,50,4,1,1,4,0,1,0,0,0,3,3,0,0,0,1,0,0,0,1,0,0,0,0
5,2,1,0,3,11,4,2,8,1,30,0,0,0,2,6,0,6, ,0,0,0,0,0,1,4, , ,19,8, ,0,88,0,0, , , , , ,0,1,0,1,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3,2,1,0,3,11,3,0,1,2,29,0,0,0,2,2,0,2, ,0,0,0,0,0,1,1,1,0,18,10,2,0,91,0,0,33,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2,1,0,3,11,4,0,1,2,43,0,0,0,3,3,0,3, ,0,0,0,0,0,1,1,2,0,23,12,2,0,91,0,0,57,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,2,0,3,11,5,2,1,2,28,0,0,0,1,4,0,4, ,0,0,0,0,0,1,1,2,0,20,8,8,0,61,0,0,35,4,4,1,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,2,2,0,3,11,3,1,2,1,21,0,0,0,1,1,0,1, ,0,0,0,0,0,1,1,1,0,19,12,2,0,91,0,0,21,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2,2,0,3,11,8,2,1,2,45,0,0,0,1,6,0,6, ,0,0,0,0,0,1,1,1,1,28,8,8,0,61,0,0,50,4,4,2,4,8,1,8,1,0,2,2,0,1,0,1,0,0,0,0,0,0,0,0
3,2,2,1,3,11,6,1,2,1,30,0,0,0,1,4,0,4, ,0,0,0,0,0,1,1,1,0,18,7,8,2,25,0,0,30,2,1,1,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
4,2,2,0,3,11,5,2,2,1,35,0,0,0,1,3,0,3, ,0,0,0,0,0,1,1,1,0,22,6,8,0,61,0,0,35,2,2,1,2,0,1,0,0,0,0,0,8,0,0,1,0,0,0,1,0,8,0,0
1,2,2,1,3,11,3,1,1,2,17,0,2,0,2,1,1,1,1,0,0,0,0,0,1,1,1,0,11,5,8,1,35,0,0,22,4,2,2,4,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
5,2,2,0,3,11,7,3,1,2,35,0,0,0,2,6,0,6, ,0,0,0,0,0,1,1,2,0,23,7,8,0,61,0,0,42,4,4,2,4,1,1,0,1,0,1,1,0,8,0,1,1,0,0,1,0,0,2,0
4,2,2,0,3,11,5,0,2,1,38,0,1,0,1,5,0,5, ,0,0,0,0,0,1,1,1,0,21,8,2,0,61,0,0,38,4,4,2,1,0,1,0,1,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0
3,2,2,0,3,11,3,1,1,2,26,0,0,0,1,2,1,2,1,0,0,0,0,0,1,1,2,1,15,10,2,0,61,0,0,45,1,1,4,1,0,0,0,0,0,2,2,0,1,0,1,0,0,0,0,0,0,0,0
3,2,2,0,3,11,7,2,2,1,35,0,2,0,1,7,0,7, ,0,0,0,0,0,1,1,1,0,14,10,8,0,91,0,0,35,4,2,2,4,0,1,0,1,0,0,0,8,1,0,1,0,0,0,1,0,0,0,0
3,2,2,0,3,11,4,1,1,2,28,0,0,0,1,3,0,3, ,0,0,0,0,0,1,1,2,0,18,6,8,0,61,0,0,35,4,4,2,4,0,1,1,1,0,0,0,8,1,0,1,0,1,0,0,0,0,0,0
3,2,2,0,3,11,7,3,1,2,28,0,0,0,1,5,0,5, ,0,0,0,0,0,1,1,1,0,14,8,8,0,61,0,0,31,4,2,2,4,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,8,2,1
4,2,2,0,3,11,1,0,1,2,30,0,0,0,1,0,0,0, ,0,0,0,0,0,1,1,1,1,28,5,2,0,91,0,0,40,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2,2,0,3,11,7,0,2,1,42,0,0,0,1,5,0,5, ,0,0,0,0,0,1,1,1,1,22,10,2,0,91,0,0,42,4,4,2,4,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
4,2,2,0,3,11,9,2,1,2,30,0,0,0,1,7,0,7, ,0,0,0,0,0,1,1,1,0,14,12,8,0,91,0,0,45,4,4,1,4,0,1,0,0,0,3,3,1,1,0,1,0,0,0,1,0,0,0,0
3,2,2,0,3,11,4,2,2,1,28,0,0,0,1,2,0,2, ,0,0,0,0,0,1,1,1,0,18,6,8,0,91,0,0,28,4,4,2,4,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7,2,2,0,3,11,6,0,2,1,56,0,0,0,1,8,0,8, ,0,0,0,0,0,1,1,1,0,21,8,1,0,92,0,0,56,4,4,4,4,8,8,8,8,8,2,2,0,0,0,1,0,0,0,0,0,0,0,0
2,2,2,0,3,11,4,2,1,2,22,0,0,0,1,2,0,2, ,0,0,0,0,0,1,1,1,0,16,6,8,0,91,0,0,30,4,2,1,4,0,0,0,0,0,3,3,0,1,0,1,0,0,0,1,0,0,2,1
4,2,2,0,3,11,8,3,2,1,64,0,0,0,1,6,0,6, ,0,0,0,0,0,1,1,1,1,19,12,2,0,92,0,0,64,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,2,0,3,11,4,1,1,2,25,0,0,0,1,3,1,3,1,0,0,0,0,0,1,1,1,1,14,6,2,0,35,0,0,30,4,4,2,4,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1
5,2,2,0,3,11,8,3,2,1,58,0,0,0,1,6,0,6, ,0,0,0,0,0,1,1,1,0,20,10,8,0,92,0,0,58,2,2,1,7,1,1,0,0,0,3,3,0,0,0,1,0,0,0,1,0,0,0,0
5,2,2,0,3,11,3,0,1,2,38,0,0,0,1,5,0,5, ,0,0,0,0,0,1,4, , ,18,6, ,0,61,0,0, , , , , ,1,1,0,1,0,1,1,0, ,0,1,0,1,0,1,0,0,2,2
6,2,2,0,3,11,3,1,1,2,40,0,0,0,1,6,0,6, ,0,0,0,0,0,1,1,2,0,24,10,2,0,63,0,0,50,4,4,2,4,1,1,0,1,0,0,0,0,8,0,1, ,0,0,0,0,0,0,0
2,2,2,0,3,11,2,0,2,1,40,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,19,7,2,0,63,0,0,40,4,4,2,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2,2,1,3,11,3,0,1,2,40,0,2,0,2,4,0,3, ,0,0,0,0,0,1,1,2,0,11,7,8,0,36,1,61,50,1,2,1,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
2,2,2,0,3,11,2,0,2,1,22,0,1,0,2,0,0,0, ,0,0,0,0,0,1,1,1,0,19,10,2,2,37,0,0,22,4,4,4,2,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,8,2,0
6,2,2,0,3,11,5,0,1,2,40,0,0,0,1,3,1,3,1,0,0,0,0,0,1,1,1,0,29,10,8,0,91,1,53,42,2,2,1,4,0,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0
4,2,1,1,3,11,8,2,1,2,33,0,2,0,5,7,1,6,1,0,0,0,0,0,1,1,1,0,17,6,8,1,88,0,0,45,2,2,1,4,1,1,0,0,0,3,3,1,1,0,1, , , ,1,0,0,0,0
5,2,1,0,3,11,8,1,1,2,35,0,2,0,3,7,0,7, ,0,0,0,0,0,1,3, , ,18,8, ,0,91,1,91, , , , , ,1,1,0,1,0,1,1,8, ,0,1,0,1,0,1,0,1,2,1
2,2,1,1,3,11,6,4,1,2,24,0,2,2,5,4,0,4, ,0,0,0,0,0,1,1,1,0,19,6,8,1,88,0,0,33,2,2,2,4,1,1,0,1,0,0,0,8,1,0,1,0,0,0,1,0,0,2,1
5,2,1,0,3,11,11,3,2,1,57,0,2,0,1,7,0,7, ,0,0,0,0,0,1,1,1,0,22,10,2,0,76,0,0,56,1,2,1,4,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,2,2
3,2,1,0,3,11,2,1,1,2,25,0,1,0,3,1,0,1, ,0,0,0,0,0,1,1,2,0,21,10,2,0,35,0,0, ,4,1,4,4,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
6,2,1,0,3,11,7,0,1,2,40,0,0,1,5,5,0,5, ,0,0,0,0,0,1,1,2,0,17,15,2,0,51,0,0,40,4,4,4,2,1,1,1,0,0,3,1,1,1,0,1,1,1,0,0,0,1,0,0
5,2,1,0,3,11,11,4,2,1,42,0,2, ,5,9,0,9, ,0,0,0,0,0,1,1,1,0,19,7,8,1,35,0,0,42,2,2,2,2,1,1,0,1,0,0,0,8,1,0,1,0,0,0,1,0,0,0,0
5,2,1,2,3,11,10,0,2,1,55,2,0,2,5,7,0,7, ,0,0,0,0,0,1,1,1,1,21,5,2,3, ,1,51,60,2,2,1,4,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
3,2,1,0,3,11,10,1,3,2,55,0,2,0,3,4,0,4, ,0,0,0,0,0,1,1,2,0,14,6,2,3,1,0,0,35,4,4,1,4,0,1,1,0,0,1,2,8,1,0,1,0,0,0,0,0,0,0,0
4,2,1,0,3,11,8,1,1,2,33,0,1,0,3,6,0,6, ,0,0,0,0,0,1,1,1,0,13,15,2,0,51,0,0,35,2,4,4,4,0,0,0,1,0,3,3,0,1,0,1,1,1,0,1,0,1,0,4
7,2,1,0,3,11,9,0,2,1,50,0,2,2,5,8,0,8, ,0,0,0,0,0,1,1,1,1,22,10,2,3,28,1,51,50,4,4,4,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
5,2,1,0,3,11,9,0,1,2,36,0,0,0,4,8,0,8, ,0,0,0,0,0,1,1,1,1,19,6,2,0,35,0,0,50,2,2,1,4,0,1, ,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
3,2,1,0,3,11,8,4,2,1,30,0,0,0,5,6,0,6, ,0,0,0,0,0,1,1,1,1,15,7,8,0,29,0,0,30,2,2,1,4,0,0,0,0,0,0,0,8,0,0,1,0,0,0,1,0,0,2,0
5,2,1,0,3,10,7,1,1,2,34,0,0,0,5,5,0,5, ,0,0,0,0,0,1,1,2,0,17,0,2,0,51,0,0,42,4,4,2,4,0,0,0,0,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0
3,2,1,0,3,11,2,1,1,2,28,0,2,2,5,1,1,1,1,0,0,0,0,0,1,1,1,1,19,4,3,0,51,0,0,35,2,2,1,4,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,2,1
3,2,1,0,3,11,8,2,2,1,40,0,2,2,5,2,0,2, ,0,0,0,0,0,1,1,1,1,21,6,2,0,91,0,0,40,4,4,4,4,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
4,2,1,0,3,11,7,2,1,2,30,0,1,0,2,6,0,6, ,0,0,0,0,0,1,1,2,0,16,6,2,2,88,0,0,35,4,4,1,4,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,2,1
4,2,1,1,3,11,9,2,1,2,32,0,2,2,5,3,0,3, ,0,0,0,0,0,1,1,1,0,24,6,8,2,91,0,0,38,4,4,2,4,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
3,2,1,0,3,11,5,3,2,1,30,0,0,0,4,3,0,3, ,0,0,0,0,0,1,1,1,0,18,12,2,1,51,0,0,30,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,1,3,3,11,4,0,1,2,30,1,0,0,4,2,0,2, ,0,0,0,0,0,1,4, , ,15,5, ,3,88,1,91, , , , , ,0,1,0,0,0,0,0,1, ,0,1,0,0,0,1,0,1,2,1
